Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	HPMR.Ligand	HPMR.Receptor
DUSP18_ITGA6	DUSP18	dual specificity phosphatase 18	ITGA6	"integrin, alpha 6"	DUSP18	ITGA6
DUSP18_ITGA7	DUSP18	dual specificity phosphatase 18	ITGA7	"integrin, alpha 7"	DUSP18	ITGA7
DUSP18_ITGB1	DUSP18	dual specificity phosphatase 18	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	DUSP18	ITGB1
DUSP18_ITGB4	DUSP18	dual specificity phosphatase 18	ITGB4	"integrin, beta 4"	DUSP18	ITGB4
DUSP18_RPSA	DUSP18	dual specificity phosphatase 18	RPSA	ribosomal protein SA	DUSP18	RPSA
EBI3_IL27RA	EBI3	Epstein-Barr virus induced 3	IL27RA	"interleukin 27 receptor, alpha"		
EBI3_IL6ST	EBI3	Epstein-Barr virus induced 3	IL6ST	"interleukin 6 signal transducer (gp130, oncostatin M receptor)"		IL6ST
ECM1_CACHD1	ECM1	extracellular matrix protein 1	CACHD1	cache domain containing 1		
EDA_EDA2R	EDA	ectodysplasin A	EDA2R	ectodysplasin A2 receptor	EDA	EDA2R
EDA_EDAR	EDA	ectodysplasin A	EDAR	ectodysplasin A receptor	EDA	EDAR
EDIL3_ITGAV	EDIL3	EGF-like repeats and discoidin I-like domains 3	ITGAV	"integrin, alpha V"		ITGAV
EDIL3_ITGB5	EDIL3	EGF-like repeats and discoidin I-like domains 3	ITGB5	"integrin, beta 5"		ITGB5
EDN1_EDNRA	EDN1	endothelin 1	EDNRA	endothelin receptor type A	EDN1	EDNRA
EDN1_EDNRB	EDN1	endothelin 1	EDNRB	endothelin receptor type B	EDN1	EDNRB
EDN1_ELTD1	EDN1	endothelin 1	ELTD1	"EGF, latrophilin and seven transmembrane domain containing 1"	EDN1	ELTD1
EDN1_KEL	EDN1	endothelin 1	KEL	"Kell blood group, metallo-endopeptidase"	EDN1	
EDN2_EDNRA	EDN2	endothelin 2	EDNRA	endothelin receptor type A	EDN2	EDNRA
EDN2_EDNRB	EDN2	endothelin 2	EDNRB	endothelin receptor type B	EDN2	EDNRB
EDN2_KEL	EDN2	endothelin 2	KEL	"Kell blood group, metallo-endopeptidase"	EDN2	
EDN3_EDNRA	EDN3	endothelin 3	EDNRA	endothelin receptor type A	EDN3	EDNRA
EDN3_EDNRB	EDN3	endothelin 3	EDNRB	endothelin receptor type B	EDN3	EDNRB
EDN3_KEL	EDN3	endothelin 3	KEL	"Kell blood group, metallo-endopeptidase"	EDN3	
EFEMP1_EGFR	EFEMP1	EGF containing fibulin-like extracellular matrix protein 1	EGFR	epidermal growth factor receptor		EGFR
EFEMP2_AQP1	EFEMP2	EGF containing fibulin-like extracellular matrix protein 2	AQP1	aquaporin 1 (Colton blood group)		
EFEMP2_CATSPER1	EFEMP2	EGF containing fibulin-like extracellular matrix protein 2	CATSPER1	"cation channel, sperm associated 1"		
EFEMP2_LINGO1	EFEMP2	EGF containing fibulin-like extracellular matrix protein 2	LINGO1	leucine rich repeat and Ig domain containing 1		LRRN6A
EFEMP2_PLSCR4	EFEMP2	EGF containing fibulin-like extracellular matrix protein 2	PLSCR4	phospholipid scramblase 4		
EFNA1_EPHA1	EFNA1	ephrin-A1	EPHA1	EPH receptor A1	EFNA1	EPHA1
EFNA1_EPHA2	EFNA1	ephrin-A1	EPHA2	EPH receptor A2	EFNA1	EPHA2
EFNA1_EPHA3	EFNA1	ephrin-A1	EPHA3	EPH receptor A3	EFNA1	EPHA3
EFNA1_EPHA4	EFNA1	ephrin-A1	EPHA4	EPH receptor A4	EFNA1	EPHA4
EFNA1_EPHA5	EFNA1	ephrin-A1	EPHA5	EPH receptor A5	EFNA1	EPHA5
EFNA1_EPHA6	EFNA1	ephrin-A1	EPHA6	EPH receptor A6	EFNA1	EPHA6
EFNA1_EPHA7	EFNA1	ephrin-A1	EPHA7	EPH receptor A7	EFNA1	EPHA7
EFNA1_EPHA8	EFNA1	ephrin-A1	EPHA8	EPH receptor A8	EFNA1	EPHA8
EFNA1_EPHB1	EFNA1	ephrin-A1	EPHB1	EPH receptor B1	EFNA1	EPHB1
EFNA1_EPHB6	EFNA1	ephrin-A1	EPHB6	EPH receptor B6	EFNA1	EPHB6
EFNA2_EPHA1	EFNA2	ephrin-A2	EPHA1	EPH receptor A1	EFNA2	EPHA1
EFNA2_EPHA2	EFNA2	ephrin-A2	EPHA2	EPH receptor A2	EFNA2	EPHA2
EFNA2_EPHA3	EFNA2	ephrin-A2	EPHA3	EPH receptor A3	EFNA2	EPHA3
EFNA2_EPHA4	EFNA2	ephrin-A2	EPHA4	EPH receptor A4	EFNA2	EPHA4
EFNA2_EPHA5	EFNA2	ephrin-A2	EPHA5	EPH receptor A5	EFNA2	EPHA5
EFNA2_EPHA6	EFNA2	ephrin-A2	EPHA6	EPH receptor A6	EFNA2	EPHA6
EFNA2_EPHA7	EFNA2	ephrin-A2	EPHA7	EPH receptor A7	EFNA2	EPHA7
EFNA2_EPHA8	EFNA2	ephrin-A2	EPHA8	EPH receptor A8	EFNA2	EPHA8
EFNA3_EPHA1	EFNA3	ephrin-A3	EPHA1	EPH receptor A1	EFNA3	EPHA1
EFNA3_EPHA2	EFNA3	ephrin-A3	EPHA2	EPH receptor A2	EFNA3	EPHA2
EFNA3_EPHA3	EFNA3	ephrin-A3	EPHA3	EPH receptor A3	EFNA3	EPHA3
EFNA3_EPHA4	EFNA3	ephrin-A3	EPHA4	EPH receptor A4	EFNA3	EPHA4
EFNA3_EPHA5	EFNA3	ephrin-A3	EPHA5	EPH receptor A5	EFNA3	EPHA5
EFNA3_EPHA6	EFNA3	ephrin-A3	EPHA6	EPH receptor A6	EFNA3	EPHA6
EFNA3_EPHA7	EFNA3	ephrin-A3	EPHA7	EPH receptor A7	EFNA3	EPHA7
EFNA3_EPHA8	EFNA3	ephrin-A3	EPHA8	EPH receptor A8	EFNA3	EPHA8
EFNA3_EPHB1	EFNA3	ephrin-A3	EPHB1	EPH receptor B1	EFNA3	EPHB1
EFNA3_EPHB6	EFNA3	ephrin-A3	EPHB6	EPH receptor B6	EFNA3	EPHB6
EFNA4_EPHA1	EFNA4	ephrin-A4	EPHA1	EPH receptor A1	EFNA4	EPHA1
EFNA4_EPHA2	EFNA4	ephrin-A4	EPHA2	EPH receptor A2	EFNA4	EPHA2
EFNA4_EPHA3	EFNA4	ephrin-A4	EPHA3	EPH receptor A3	EFNA4	EPHA3
EFNA4_EPHA4	EFNA4	ephrin-A4	EPHA4	EPH receptor A4	EFNA4	EPHA4
EFNA4_EPHA5	EFNA4	ephrin-A4	EPHA5	EPH receptor A5	EFNA4	EPHA5
EFNA4_EPHA6	EFNA4	ephrin-A4	EPHA6	EPH receptor A6	EFNA4	EPHA6
EFNA4_EPHA7	EFNA4	ephrin-A4	EPHA7	EPH receptor A7	EFNA4	EPHA7
EFNA4_EPHA8	EFNA4	ephrin-A4	EPHA8	EPH receptor A8	EFNA4	EPHA8
EFNA5_EPHA1	EFNA5	ephrin-A5	EPHA1	EPH receptor A1	EFNA5	EPHA1
EFNA5_EPHA2	EFNA5	ephrin-A5	EPHA2	EPH receptor A2	EFNA5	EPHA2
EFNA5_EPHA3	EFNA5	ephrin-A5	EPHA3	EPH receptor A3	EFNA5	EPHA3
EFNA5_EPHA4	EFNA5	ephrin-A5	EPHA4	EPH receptor A4	EFNA5	EPHA4
EFNA5_EPHA5	EFNA5	ephrin-A5	EPHA5	EPH receptor A5	EFNA5	EPHA5
EFNA5_EPHA6	EFNA5	ephrin-A5	EPHA6	EPH receptor A6	EFNA5	EPHA6
EFNA5_EPHA7	EFNA5	ephrin-A5	EPHA7	EPH receptor A7	EFNA5	EPHA7
EFNA5_EPHA8	EFNA5	ephrin-A5	EPHA8	EPH receptor A8	EFNA5	EPHA8
EFNA5_EPHB1	EFNA5	ephrin-A5	EPHB1	EPH receptor B1	EFNA5	EPHB1
EFNA5_EPHB2	EFNA5	ephrin-A5	EPHB2	EPH receptor B2	EFNA5	EPHB2
EFNA5_EPHB6	EFNA5	ephrin-A5	EPHB6	EPH receptor B6	EFNA5	EPHB6
EFNB1_EPHA4	EFNB1	ephrin-B1	EPHA4	EPH receptor A4	EFNB1	EPHA4
EFNB1_EPHA6	EFNB1	ephrin-B1	EPHA6	EPH receptor A6	EFNB1	EPHA6
EFNB1_EPHB1	EFNB1	ephrin-B1	EPHB1	EPH receptor B1	EFNB1	EPHB1
EFNB1_EPHB2	EFNB1	ephrin-B1	EPHB2	EPH receptor B2	EFNB1	EPHB2
EFNB1_EPHB3	EFNB1	ephrin-B1	EPHB3	EPH receptor B3	EFNB1	EPHB3
EFNB1_EPHB4	EFNB1	ephrin-B1	EPHB4	EPH receptor B4	EFNB1	EPHB4
EFNB1_EPHB6	EFNB1	ephrin-B1	EPHB6	EPH receptor B6	EFNB1	EPHB6
EFNB1_ERBB2	EFNB1	ephrin-B1	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	EFNB1	ERBB2
EFNB2_EPHA3	EFNB2	ephrin-B2	EPHA3	EPH receptor A3	EFNB2	EPHA3
EFNB2_EPHA4	EFNB2	ephrin-B2	EPHA4	EPH receptor A4	EFNB2	EPHA4
EFNB2_EPHA6	EFNB2	ephrin-B2	EPHA6	EPH receptor A6	EFNB2	EPHA6
EFNB2_EPHB1	EFNB2	ephrin-B2	EPHB1	EPH receptor B1	EFNB2	EPHB1
EFNB2_EPHB2	EFNB2	ephrin-B2	EPHB2	EPH receptor B2	EFNB2	EPHB2
EFNB2_EPHB3	EFNB2	ephrin-B2	EPHB3	EPH receptor B3	EFNB2	EPHB3
EFNB2_EPHB4	EFNB2	ephrin-B2	EPHB4	EPH receptor B4	EFNB2	EPHB4
EFNB2_EPHB6	EFNB2	ephrin-B2	EPHB6	EPH receptor B6	EFNB2	EPHB6
EFNB2_GRM1	EFNB2	ephrin-B2	GRM1	"glutamate receptor, metabotropic 1"	EFNB2	GRM1
EFNB2_GRM5	EFNB2	ephrin-B2	GRM5	"glutamate receptor, metabotropic 5"	EFNB2	GRM5
EFNB2_PECAM1	EFNB2	ephrin-B2	PECAM1	platelet/endothelial cell adhesion molecule 1	EFNB2	
EFNB2_RHBDL2	EFNB2	ephrin-B2	RHBDL2	"rhomboid, veinlet-like 2 (Drosophila)"	EFNB2	
EFNB3_EPHA4	EFNB3	ephrin-B3	EPHA4	EPH receptor A4	EFNB3	EPHA4
EFNB3_EPHB1	EFNB3	ephrin-B3	EPHB1	EPH receptor B1	EFNB3	EPHB1
EFNB3_EPHB2	EFNB3	ephrin-B3	EPHB2	EPH receptor B2	EFNB3	EPHB2
EFNB3_EPHB3	EFNB3	ephrin-B3	EPHB3	EPH receptor B3	EFNB3	EPHB3
EFNB3_EPHB4	EFNB3	ephrin-B3	EPHB4	EPH receptor B4	EFNB3	EPHB4
EFNB3_EPHB6	EFNB3	ephrin-B3	EPHB6	EPH receptor B6	EFNB3	EPHB6
EFNB3_RHBDL2	EFNB3	ephrin-B3	RHBDL2	"rhomboid, veinlet-like 2 (Drosophila)"	EFNB3	
EGFL8_NCR3	EGFL8	"EGF-like-domain, multiple 8"	NCR3	natural cytotoxicity triggering receptor 3		NCR3
EGF_CAV1	EGF	epidermal growth factor	CAV1	"caveolin 1, caveolae protein, 22kDa"	EGF	
EGF_EGFR	EGF	epidermal growth factor	EGFR	epidermal growth factor receptor	EGF	EGFR
EGF_ERBB2	EGF	epidermal growth factor	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	EGF	ERBB2
EGF_ERBB3	EGF	epidermal growth factor	ERBB3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	EGF	ERBB3
EGF_ERBB4	EGF	epidermal growth factor	ERBB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	EGF	ERBB4
EGF_FSHR	EGF	epidermal growth factor	FSHR	follicle stimulating hormone receptor	EGF	FSHR
EPGN_EGFR	EPGN	epithelial mitogen	EGFR	epidermal growth factor receptor		EGFR
EPO_EPOR	EPO	erythropoietin	EPOR	erythropoietin receptor	EPO	EPOR
EREG_EGFR	EREG	epiregulin	EGFR	epidermal growth factor receptor	EREG	EGFR
EREG_ERBB2	EREG	epiregulin	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	EREG	ERBB2
EREG_ERBB3	EREG	epiregulin	ERBB3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	EREG	ERBB3
EREG_ERBB4	EREG	epiregulin	ERBB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	EREG	ERBB4
F10_F3	F10	coagulation factor X	F3	"coagulation factor III (thromboplastin, tissue factor)"		F3
F10_ITGAM	F10	coagulation factor X	ITGAM	"integrin, alpha M (complement component 3 receptor 3 subunit)"		ITGAM
F10_ITGB2	F10	coagulation factor X	ITGB2	"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"		ITGB2
F11_GP1BA	F11	coagulation factor XI	GP1BA	"glycoprotein Ib (platelet), alpha polypeptide"		
F12_CD93	F12	coagulation factor XII (Hageman factor)	CD93	CD93 molecule		CD93
F12_GP1BA	F12	coagulation factor XII (Hageman factor)	GP1BA	"glycoprotein Ib (platelet), alpha polypeptide"		
F13A1_ITGA4	F13A1	"coagulation factor XIII, A1 polypeptide"	ITGA4	"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"	F13A1	ITGA4
F13A1_ITGA9	F13A1	"coagulation factor XIII, A1 polypeptide"	ITGA9	"integrin, alpha 9"	F13A1	ITGA9
F13A1_ITGB1	F13A1	"coagulation factor XIII, A1 polypeptide"	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	F13A1	ITGB1
F2_F2R	F2	coagulation factor II (thrombin)	F2R	coagulation factor II (thrombin) receptor	F2	F2R
F2_F2RL1	F2	coagulation factor II (thrombin)	F2RL1	coagulation factor II (thrombin) receptor-like 1	F2	F2RL1
F2_F2RL2	F2	coagulation factor II (thrombin)	F2RL2	coagulation factor II (thrombin) receptor-like 2	F2	F2RL2
F2_F2RL3	F2	coagulation factor II (thrombin)	F2RL3	coagulation factor II (thrombin) receptor-like 3	F2	F2RL3
F2_GP1BA	F2	coagulation factor II (thrombin)	GP1BA	"glycoprotein Ib (platelet), alpha polypeptide"	F2	
F2_GP1BB	F2	coagulation factor II (thrombin)	GP1BB	"glycoprotein Ib (platelet), beta polypeptide"	F2	
F2_GP9	F2	coagulation factor II (thrombin)	GP9	glycoprotein IX (platelet)	F2	
F2_ITGA2B	F2	coagulation factor II (thrombin)	ITGA2B	"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"	F2	ITGA2B
F2_THBD	F2	coagulation factor II (thrombin)	THBD	thrombomodulin	F2	THBD
F7_F3	F7	coagulation factor VII (serum prothrombin conversion accelerator)	F3	"coagulation factor III (thromboplastin, tissue factor)"	F7	F3
F8_ASGR2	F8	"coagulation factor VIII, procoagulant component"	ASGR2	asialoglycoprotein receptor 2	F8	ASGR2
F8_LDLR	F8	"coagulation factor VIII, procoagulant component"	LDLR	low density lipoprotein receptor	F8	LDLR
F8_LRP1	F8	"coagulation factor VIII, procoagulant component"	LRP1	low density lipoprotein receptor-related protein 1	F8	LRP1
F9_LRP1	F9	coagulation factor IX	LRP1	low density lipoprotein receptor-related protein 1	F9	LRP1
FARP2_PLXNA1	FARP2	"FERM, RhoGEF and pleckstrin domain protein 2"	PLXNA1	plexin A1		PLXNA1
FARP2_PLXNA2	FARP2	"FERM, RhoGEF and pleckstrin domain protein 2"	PLXNA2	plexin A2		PLXNA2
FARP2_PLXNA3	FARP2	"FERM, RhoGEF and pleckstrin domain protein 2"	PLXNA3	plexin A3		PLXNA3
FARP2_PLXNA4	FARP2	"FERM, RhoGEF and pleckstrin domain protein 2"	PLXNA4	plexin A4		PLXNA4
FASLG_FAS	FASLG	"Fas ligand (TNF superfamily, member 6)"	FAS	Fas cell surface death receptor	FASLG	FAS
FASLG_TNFRSF1A	FASLG	"Fas ligand (TNF superfamily, member 6)"	TNFRSF1A	"tumor necrosis factor receptor superfamily, member 1A"	FASLG	TNFRSF1A
FASLG_TNFRSF6B	FASLG	"Fas ligand (TNF superfamily, member 6)"	TNFRSF6B	"tumor necrosis factor receptor superfamily, member 6b, decoy"	FASLG	TNFRSF6B
FAT4_DCHS1	FAT4	FAT atypical cadherin 4	DCHS1	dachsous cadherin-related 1		
FBLN1_ITGB1	FBLN1	fibulin 1	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"		ITGB1
FBLN2_ITGB3	FBLN2	fibulin 2	ITGB3	"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"		ITGB3
FBN1_ITGA5	FBN1	fibrillin 1	ITGA5	"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"		ITGA5
FBN1_ITGAV	FBN1	fibrillin 1	ITGAV	"integrin, alpha V"		ITGAV
FBN1_ITGB1	FBN1	fibrillin 1	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"		ITGB1
FBN1_ITGB3	FBN1	fibrillin 1	ITGB3	"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"		
FBN1_ITGB6	FBN1	fibrillin 1	ITGB6	"integrin, beta 6"		ITGB6
FCN2_LRP1	FCN2	ficolin (collagen/fibrinogen domain containing lectin) 2	LRP1	low density lipoprotein receptor-related protein 1		
FGA_CDH5	FGA	fibrinogen alpha chain	CDH5	"cadherin 5, type 2 (vascular endothelium)"	FGA	
FGA_ITGA2B	FGA	fibrinogen alpha chain	ITGA2B	"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"	FGA	ITGA2B
FGA_ITGA5	FGA	fibrinogen alpha chain	ITGA5	"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"	FGA	ITGA5
FGA_ITGAD	FGA	fibrinogen alpha chain	ITGAD	"integrin, alpha D"	FGA	ITGAD
FGA_ITGAM	FGA	fibrinogen alpha chain	ITGAM	"integrin, alpha M (complement component 3 receptor 3 subunit)"	FGA	ITGAM
FGA_ITGAV	FGA	fibrinogen alpha chain	ITGAV	"integrin, alpha V"	FGA	ITGAV
FGA_ITGAX	FGA	fibrinogen alpha chain	ITGAX	"integrin, alpha X (complement component 3 receptor 4 subunit)"	FGA	ITGAX
FGA_ITGB1	FGA	fibrinogen alpha chain	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	FGA	ITGB1
FGA_ITGB2	FGA	fibrinogen alpha chain	ITGB2	"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"	FGA	ITGB2
FGA_ITGB3	FGA	fibrinogen alpha chain	ITGB3	"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"	FGA	ITGB3
FGA_PLAUR	FGA	fibrinogen alpha chain	PLAUR	"plasminogen activator, urokinase receptor"	FGA	PLAUR
FGB_ITGA2B	FGB	fibrinogen beta chain	ITGA2B	"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"		
FGB_ITGA5	FGB	fibrinogen beta chain	ITGA5	"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"		
FGB_ITGAM	FGB	fibrinogen beta chain	ITGAM	"integrin, alpha M (complement component 3 receptor 3 subunit)"		
FGB_ITGAV	FGB	fibrinogen beta chain	ITGAV	"integrin, alpha V"		
FGB_ITGB1	FGB	fibrinogen beta chain	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"		
FGB_ITGB2	FGB	fibrinogen beta chain	ITGB2	"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"		
FGF10_FGFR1	FGF10	fibroblast growth factor 10	FGFR1	fibroblast growth factor receptor 1	FGF10	FGFR1
FGF10_FGFR2	FGF10	fibroblast growth factor 10	FGFR2	fibroblast growth factor receptor 2	FGF10	FGFR2
FGF10_FGFR3	FGF10	fibroblast growth factor 10	FGFR3	fibroblast growth factor receptor 3	FGF10	FGFR3
FGF10_FGFR4	FGF10	fibroblast growth factor 10	FGFR4	fibroblast growth factor receptor 4	FGF10	FGFR4
FGF11_FGFR1	FGF11	fibroblast growth factor 11	FGFR1	fibroblast growth factor receptor 1	FGF11	FGFR1
FGF11_FGFR2	FGF11	fibroblast growth factor 11	FGFR2	fibroblast growth factor receptor 2	FGF11	FGFR2
FGF11_FGFR3	FGF11	fibroblast growth factor 11	FGFR3	fibroblast growth factor receptor 3	FGF11	FGFR3
FGF11_FGFR4	FGF11	fibroblast growth factor 11	FGFR4	fibroblast growth factor receptor 4	FGF11	FGFR4
FGF12_FGFR1	FGF12	fibroblast growth factor 12	FGFR1	fibroblast growth factor receptor 1	FGF12	FGFR1
FGF12_FGFR2	FGF12	fibroblast growth factor 12	FGFR2	fibroblast growth factor receptor 2	FGF12	FGFR2
FGF12_FGFR3	FGF12	fibroblast growth factor 12	FGFR3	fibroblast growth factor receptor 3	FGF12	FGFR3
FGF12_FGFR4	FGF12	fibroblast growth factor 12	FGFR4	fibroblast growth factor receptor 4	FGF12	FGFR4
FGF13_EGFR	FGF13	fibroblast growth factor 13	EGFR	epidermal growth factor receptor	FGF13	EGFR
FGF13_FGFR1	FGF13	fibroblast growth factor 13	FGFR1	fibroblast growth factor receptor 1	FGF13	FGFR1
FGF13_FGFR2	FGF13	fibroblast growth factor 13	FGFR2	fibroblast growth factor receptor 2	FGF13	FGFR2
FGF13_FGFR3	FGF13	fibroblast growth factor 13	FGFR3	fibroblast growth factor receptor 3	FGF13	FGFR3
FGF13_FGFR4	FGF13	fibroblast growth factor 13	FGFR4	fibroblast growth factor receptor 4	FGF13	FGFR4
FGF13_SCN5A	FGF13	fibroblast growth factor 13	SCN5A	"sodium channel, voltage-gated, type V, alpha subunit"		
FGF13_SCN8A	FGF13	fibroblast growth factor 13	SCN8A	"sodium channel, voltage gated, type VIII, alpha subunit"	FGF13	
FGF14_FGFR1	FGF14	fibroblast growth factor 14	FGFR1	fibroblast growth factor receptor 1	FGF14	FGFR1
FGF14_FGFR2	FGF14	fibroblast growth factor 14	FGFR2	fibroblast growth factor receptor 2	FGF14	FGFR2
FGF14_FGFR3	FGF14	fibroblast growth factor 14	FGFR3	fibroblast growth factor receptor 3	FGF14	FGFR3
FGF14_FGFR4	FGF14	fibroblast growth factor 14	FGFR4	fibroblast growth factor receptor 4	FGF14	FGFR4
FGF16_FGFR1	FGF16	fibroblast growth factor 16	FGFR1	fibroblast growth factor receptor 1	FGF16	FGFR1
FGF16_FGFR2	FGF16	fibroblast growth factor 16	FGFR2	fibroblast growth factor receptor 2	FGF16	FGFR2
FGF16_FGFR3	FGF16	fibroblast growth factor 16	FGFR3	fibroblast growth factor receptor 3	FGF16	FGFR3
FGF16_FGFR4	FGF16	fibroblast growth factor 16	FGFR4	fibroblast growth factor receptor 4	FGF16	FGFR4
FGF17_FGFR1	FGF17	fibroblast growth factor 17	FGFR1	fibroblast growth factor receptor 1	FGF17	FGFR1
FGF17_FGFR2	FGF17	fibroblast growth factor 17	FGFR2	fibroblast growth factor receptor 2	FGF17	FGFR2
FGF17_FGFR3	FGF17	fibroblast growth factor 17	FGFR3	fibroblast growth factor receptor 3	FGF17	FGFR3
FGF17_FGFR4	FGF17	fibroblast growth factor 17	FGFR4	fibroblast growth factor receptor 4	FGF17	FGFR4
FGF18_FGFR1	FGF18	fibroblast growth factor 18	FGFR1	fibroblast growth factor receptor 1	FGF18	FGFR1
FGF18_FGFR2	FGF18	fibroblast growth factor 18	FGFR2	fibroblast growth factor receptor 2	FGF18	FGFR2
FGF18_FGFR3	FGF18	fibroblast growth factor 18	FGFR3	fibroblast growth factor receptor 3	FGF18	FGFR3
FGF18_FGFR4	FGF18	fibroblast growth factor 18	FGFR4	fibroblast growth factor receptor 4	FGF18	FGFR4
FGF19_FGFR1	FGF19	fibroblast growth factor 19	FGFR1	fibroblast growth factor receptor 1	FGF19	FGFR1
FGF19_FGFR2	FGF19	fibroblast growth factor 19	FGFR2	fibroblast growth factor receptor 2	FGF19	FGFR2
FGF19_FGFR3	FGF19	fibroblast growth factor 19	FGFR3	fibroblast growth factor receptor 3	FGF19	FGFR3
FGF19_FGFR4	FGF19	fibroblast growth factor 19	FGFR4	fibroblast growth factor receptor 4	FGF19	FGFR4
FGF19_KLB	FGF19	fibroblast growth factor 19	KLB	klotho beta		
FGF1_CD44	FGF1	fibroblast growth factor 1 (acidic)	CD44	CD44 molecule (Indian blood group)	FGF1	CD44
FGF1_EGFR	FGF1	fibroblast growth factor 1 (acidic)	EGFR	epidermal growth factor receptor	FGF1	EGFR
FGF1_FGFR1	FGF1	fibroblast growth factor 1 (acidic)	FGFR1	fibroblast growth factor receptor 1	FGF1	FGFR1
FGF1_FGFR2	FGF1	fibroblast growth factor 1 (acidic)	FGFR2	fibroblast growth factor receptor 2	FGF1	FGFR2
FGF1_FGFR3	FGF1	fibroblast growth factor 1 (acidic)	FGFR3	fibroblast growth factor receptor 3	FGF1	FGFR3
FGF1_FGFR4	FGF1	fibroblast growth factor 1 (acidic)	FGFR4	fibroblast growth factor receptor 4	FGF1	FGFR4
FGF1_FGFRL1	FGF1	fibroblast growth factor 1 (acidic)	FGFRL1	fibroblast growth factor receptor-like 1	FGF1	FGFRL1
FGF1_NRP1	FGF1	fibroblast growth factor 1 (acidic)	NRP1	neuropilin 1	FGF1	NRP1
FGF20_FGFR4	FGF20	fibroblast growth factor 20	FGFR4	fibroblast growth factor receptor 4	FGF20	FGFR4
FGF21_FGFR2	FGF21	fibroblast growth factor 21	FGFR2	fibroblast growth factor receptor 2	FGF21	FGFR2
FGF21_FGFR4	FGF21	fibroblast growth factor 21	FGFR4	fibroblast growth factor receptor 4	FGF21	FGFR4
FGF22_FGFR2	FGF22	fibroblast growth factor 22	FGFR2	fibroblast growth factor receptor 2	FGF22	FGFR2
FGF23_FGFR1	FGF23	fibroblast growth factor 23	FGFR1	fibroblast growth factor receptor 1	FGF23	FGFR1
FGF23_FGFR2	FGF23	fibroblast growth factor 23	FGFR2	fibroblast growth factor receptor 2	FGF23	FGFR2
FGF23_FGFR3	FGF23	fibroblast growth factor 23	FGFR3	fibroblast growth factor receptor 3	FGF23	FGFR3
FGF23_FGFR4	FGF23	fibroblast growth factor 23	FGFR4	fibroblast growth factor receptor 4	FGF23	FGFR4
FGF23_PHEX	FGF23	fibroblast growth factor 23	PHEX	"phosphate regulating endopeptidase homolog, X-linked"	FGF23	
FGF2_CD44	FGF2	fibroblast growth factor 2 (basic)	CD44	CD44 molecule (Indian blood group)	FGF2	CD44
FGF2_FGFR1	FGF2	fibroblast growth factor 2 (basic)	FGFR1	fibroblast growth factor receptor 1	FGF2	FGFR1
FGF2_FGFR2	FGF2	fibroblast growth factor 2 (basic)	FGFR2	fibroblast growth factor receptor 2	FGF2	FGFR2
FGF2_FGFR3	FGF2	fibroblast growth factor 2 (basic)	FGFR3	fibroblast growth factor receptor 3	FGF2	FGFR3
FGF2_FGFR4	FGF2	fibroblast growth factor 2 (basic)	FGFR4	fibroblast growth factor receptor 4	FGF2	FGFR4
FGF2_FGFRL1	FGF2	fibroblast growth factor 2 (basic)	FGFRL1	fibroblast growth factor receptor-like 1	FGF2	FGFRL1
FGF2_GPC4	FGF2	fibroblast growth factor 2 (basic)	GPC4	glypican 4	FGF2	
